ID_Pelanggan,Nama_Pelanggan,Alamat,Kota,Provinsi,Daya_Listrik,Meter_Awal,Meter_Akhir,Pemakaian_kWh,Tarif_per_kWh,Total_Tagihan,Bulan,Tahun,Status_Pembayaran,Tanggal_Tagihan,Tanggal_Pembayaran,Tanggal_Jatuh_Tempo,Denda,Total_Bayar,Metode_Pembayaran,Tarif_Key
PLN107955,Siti Wijaya,Jl. Raya Makassar No.917,Makassar,Sulawesi Selatan,1300 VA,374063,374565,502,1444.7,725239,November,2025,Lunas,2025-11-04,2025-11-15 00:00:00,2025-11-24,0,725239,Kartu Kredit,1300
PLN107956,Rudi Agustina,Jl. Raya Serang No.921,Serang,Banten,6600 VA+,100850,103609,2759,1699.53,4689003,January,2023,Lunas,2023-01-21,2023-02-01 00:00:00,2023-02-10,0,4689003,Transfer Bank,6600_plus
PLN107957,Rudi Wahyuni,Jl. Raya Bandar Lampung No.826,Bandar Lampung,Lampung,1300 VA,217888,218181,293,1444.7,423297,July,2023,Lunas,2023-07-24,2023-08-05 00:00:00,2023-08-13,0,423297,Transfer Bank,1300
PLN107958,Fitri Agustina,Jl. Raya Banda Aceh No.105,Banda Aceh,Aceh,1300 VA,12495,13118,623,1444.7,900048,August,2023,Lunas,2023-08-04,2023-08-15 00:00:00,2023-08-24,0,900048,ATM Transfer,1300
PLN107959,Rudi Lestari,Jl. Raya Samarinda No.377,Samarinda,Kalimantan Timur,2200 VA,384319,384632,313,1444.7,452191,October,2023,Lunas,2023-10-15,2023-10-21 00:00:00,2023-11-04,0,452191,Kartu Kredit,2200
PLN107960,Rizky Ramadhan,Jl. Raya Parepare No.777,Parepare,Sulawesi Selatan,1300 VA,353227,353469,242,1444.7,349617,November,2025,Lunas,2025-11-15,2025-11-23 00:00:00,2025-12-05,0,349617,Transfer Bank,1300
PLN107961,Eka Kurniawan,Jl. Raya Sibolga No.455,Sibolga,Sumatera Utara,1300 VA,266156,266361,205,1444.7,296164,October,2025,Lunas,2025-10-01,2025-10-14 00:00:00,2025-10-21,0,296164,Mobile Banking,1300
PLN107962,Ayu Ramadhan,Jl. Raya Serang No.461,Serang,Banten,900 VA (subsidi),161207,161425,218,605.0,131890,April,2024,Belum Bayar,2024-04-07,BELUM BAYAR,2024-04-27,29015,160905,BELUM BAYAR,900_subsidi
PLN107963,Andi Ramadhan,Jl. Raya Balikpapan No.898,Balikpapan,Kalimantan Timur,1300 VA,450453,450635,182,1444.7,262935,June,2023,Lunas,2023-06-02,2023-06-08 00:00:00,2023-06-22,0,262935,Indomaret,1300
PLN107964,Fajar Setiawan,Jl. Raya Semarang No.556,Semarang,Jawa Tengah,1300 VA,142217,142627,410,1444.7,592327,July,2024,Lunas,2024-07-15,2024-08-02 00:00:00,2024-08-04,0,592327,Mobile Banking,1300
PLN107965,Rizky Saputra,Jl. Raya Binjai No.548,Binjai,Sumatera Utara,1300 VA,396362,396578,216,1444.7,312055,November,2025,Lunas,2025-11-14,2025-11-26 00:00:00,2025-12-04,0,312055,Alfamart,1300
PLN107966,Fajar Agustina,Jl. Raya Tasikmalaya No.547,Tasikmalaya,Jawa Barat,900 VA (non-subsidi),456165,456257,92,1352.0,124384,November,2024,Belum Bayar,2024-11-03,BELUM BAYAR,2024-11-23,2487,126871,BELUM BAYAR,900_nonsubsidi
PLN107967,Rudi Agustina,Jl. Raya Lombok Timur No.219,Lombok Timur,NTB,900 VA (subsidi),457684,457865,181,605.0,109505,September,2023,Belum Bayar,2023-09-26,BELUM BAYAR,2023-10-16,2190,111695,BELUM BAYAR,900_subsidi
PLN107968,Eka Wahyuni,Jl. Raya Pekanbaru No.858,Pekanbaru,Riau,900 VA (subsidi),50419,50516,97,605.0,58685,February,2025,Lunas,2025-02-21,2025-02-24 00:00:00,2025-03-13,0,58685,Kartu Kredit,900_subsidi
PLN107969,Ayu Ramadhan,Jl. Raya Tasikmalaya No.217,Tasikmalaya,Jawa Barat,1300 VA,45729,45968,239,1444.7,345283,July,2024,Lunas,2024-07-11,2024-09-13 00:00:00,2024-07-31,6905,352188,Kartu Kredit,1300
PLN107970,Rizky Wahyuni,Jl. Raya Banda Aceh No.779,Banda Aceh,Aceh,450 VA,44335,44428,93,415.0,38595,October,2025,Lunas,2025-10-28,2025-10-31 00:00:00,2025-11-17,0,38595,E-Wallet,450_subsidi
PLN107971,Sari Lestari,Jl. Raya Pekanbaru No.622,Pekanbaru,Riau,1300 VA,424252,424791,539,1444.7,778693,May,2025,Lunas,2025-05-05,2025-05-11 00:00:00,2025-05-25,0,778693,ATM Transfer,1300
PLN107972,Fitri Santoso,Jl. Raya Bandar Lampung No.482,Bandar Lampung,Lampung,3500 VA,491037,491930,893,1699.53,1517680,May,2023,Lunas,2023-05-13,2023-05-31 00:00:00,2023-06-02,0,1517680,Alfamart,3500_5500
PLN107973,Fajar Wahyuni,Jl. Raya Bekasi No.725,Bekasi,Jawa Barat,3500 VA,205252,205755,503,1699.53,854864,August,2025,Lunas,2025-08-20,2025-09-04 00:00:00,2025-09-09,0,854864,E-Wallet,3500_5500
PLN107974,Rudi Kurniawan,Jl. Raya Tegal No.129,Tegal,Jawa Tengah,900 VA (non-subsidi),389976,390065,89,1352.0,120328,February,2024,Lunas,2024-02-14,2024-02-20 00:00:00,2024-03-05,0,120328,Kartu Kredit,900_nonsubsidi
PLN107975,Eka Kurniawan,Jl. Raya Bandar Lampung No.479,Bandar Lampung,Lampung,900 VA (subsidi),296525,296649,124,605.0,75020,September,2025,Belum Bayar,2025-09-22,BELUM BAYAR,2025-10-12,10502,85522,BELUM BAYAR,900_subsidi
PLN107976,Agus Pratama,Jl. Raya Bandar Lampung No.973,Bandar Lampung,Lampung,900 VA (subsidi),479852,479991,139,605.0,84095,January,2024,Lunas,2024-01-21,2024-01-25 00:00:00,2024-02-10,0,84095,ATM Transfer,900_subsidi
PLN107977,Rina Aminah,Jl. Raya Mataram No.359,Mataram,NTB,6600 VA+,463849,464756,907,1699.53,1541474,March,2023,Lunas,2023-03-24,2023-03-28 00:00:00,2023-04-13,0,1541474,E-Wallet,6600_plus
PLN107978,Sari Saputra,Jl. Raya Samarinda No.679,Samarinda,Kalimantan Timur,900 VA (subsidi),427308,427471,163,605.0,98615,September,2024,Belum Bayar,2024-09-28,BELUM BAYAR,2024-10-18,15778,114393,BELUM BAYAR,900_subsidi
PLN107979,Rizky Putri,Jl. Raya Parepare No.297,Parepare,Sulawesi Selatan,900 VA (subsidi),64933,65058,125,605.0,75625,December,2024,Belum Bayar,2024-12-08,BELUM BAYAR,2024-12-28,3025,78650,BELUM BAYAR,900_subsidi
PLN107980,Agus Kusuma,Jl. Raya Pekanbaru No.649,Pekanbaru,Riau,1300 VA,269271,269321,50,1444.7,72235,August,2025,Belum Bayar,2025-08-28,BELUM BAYAR,2025-09-17,4334,76569,BELUM BAYAR,1300
PLN107981,Tono Kurniawan,Jl. Raya Surabaya No.135,Surabaya,Jawa Timur,900 VA (subsidi),485273,485337,64,605.0,38720,August,2025,Lunas,2025-08-04,2025-09-05 00:00:00,2025-08-24,5000,43720,Transfer Bank,900_subsidi
PLN107982,Fitri Saputra,Jl. Raya Solo No.226,Solo,Jawa Tengah,900 VA (subsidi),236378,236467,89,605.0,53845,November,2023,Belum Bayar,2023-11-19,BELUM BAYAR,2023-12-09,8615,62460,BELUM BAYAR,900_subsidi
PLN107983,Wahyu Lestari,Jl. Raya Solo No.498,Solo,Jawa Tengah,2200 VA,317087,317376,289,1444.7,417518,April,2025,Lunas,2025-04-22,2025-04-27 00:00:00,2025-05-12,0,417518,Kartu Kredit,2200
PLN107984,Rina Wijaya,Jl. Raya Makassar No.501,Makassar,Sulawesi Selatan,900 VA (non-subsidi),268821,269054,233,1352.0,315016,March,2024,Lunas,2024-03-15,2024-03-22 00:00:00,2024-04-04,0,315016,Transfer Bank,900_nonsubsidi
PLN107985,Dian Setiawan,Jl. Raya Balikpapan No.649,Balikpapan,Kalimantan Timur,900 VA (subsidi),215879,216013,134,605.0,81070,August,2025,Lunas,2025-08-18,2025-08-25 00:00:00,2025-09-07,0,81070,Mobile Banking,900_subsidi
PLN107986,Fajar Pratama,Jl. Raya Serang No.761,Serang,Banten,2200 VA,350084,350257,173,1444.7,249933,May,2024,Lunas,2024-05-27,2024-06-13 00:00:00,2024-06-16,0,249933,Mobile Banking,2200
PLN107987,Tono Pratama,Jl. Raya Lombok Timur No.265,Lombok Timur,NTB,1300 VA,209120,209453,333,1444.7,481085,July,2023,Lunas,2023-07-14,2023-07-29 00:00:00,2023-08-03,0,481085,E-Wallet,1300
PLN107988,Sari Santoso,Jl. Raya Makassar No.746,Makassar,Sulawesi Selatan,1300 VA,78467,78714,247,1444.7,356841,September,2025,Lunas,2025-09-21,2025-10-02 00:00:00,2025-10-11,0,356841,Alfamart,1300
PLN107989,Siti Wahyuni,Jl. Raya Solo No.111,Solo,Jawa Tengah,3500 VA,124478,125275,797,1699.53,1354525,November,2024,Lunas,2024-11-13,2025-03-03 00:00:00,2024-12-03,81271,1435796,ATM Transfer,3500_5500
PLN107990,Dewi Hidayat,Jl. Raya Pekanbaru No.664,Pekanbaru,Riau,6600 VA+,475069,476917,1848,1699.53,3140731,September,2023,Lunas,2023-09-03,2023-09-07 00:00:00,2023-09-23,0,3140731,E-Wallet,6600_plus
PLN107991,Agus Saputra,Jl. Raya Bandung No.805,Bandung,Jawa Barat,1300 VA,449808,450289,481,1444.7,694901,May,2024,Lunas,2024-05-20,2024-06-03 00:00:00,2024-06-09,0,694901,Mobile Banking,1300
PLN107992,Andi Pratama,Jl. Raya Jakarta Timur No.687,Jakarta Timur,DKI Jakarta,6600 VA+,368148,369633,1485,1699.53,2523802,March,2025,Lunas,2025-03-25,2025-04-01 00:00:00,2025-04-14,0,2523802,Kartu Kredit,6600_plus
PLN107993,Wahyu Saputra,Jl. Raya Lombok Timur No.349,Lombok Timur,NTB,1300 VA,329284,329829,545,1444.7,787362,July,2024,Lunas,2024-07-12,2024-07-27 00:00:00,2024-08-01,0,787362,Transfer Bank,1300
PLN107994,Andi Ramadhan,Jl. Raya Serang No.170,Serang,Banten,1300 VA,422925,423361,436,1444.7,629889,November,2024,Lunas,2024-11-07,2025-02-03 00:00:00,2024-11-27,25195,655084,Kartu Kredit,1300
PLN107995,Tono Putri,Jl. Raya Serang No.711,Serang,Banten,2200 VA,226833,227026,193,1444.7,278827,February,2024,Lunas,2024-02-27,2024-03-02 00:00:00,2024-03-18,0,278827,Alfamart,2200
PLN107996,Hendra Putri,Jl. Raya Yogyakarta No.573,Yogyakarta,Yogyakarta,3500 VA,42146,43508,1362,1699.53,2314760,June,2023,Lunas,2023-06-01,2023-06-02 00:00:00,2023-06-21,0,2314760,Mobile Banking,3500_5500
PLN107997,Andi Santoso,Jl. Raya Samarinda No.669,Samarinda,Kalimantan Timur,3500 VA,318662,319460,798,1699.53,1356225,January,2025,Lunas,2025-01-13,2025-01-23 00:00:00,2025-02-02,0,1356225,Transfer Bank,3500_5500
PLN107998,Budi Wahyuni,Jl. Raya Tangerang No.190,Tangerang,Banten,2200 VA,93607,93781,174,1444.7,251378,November,2023,Lunas,2023-11-04,2023-11-15 00:00:00,2023-11-24,0,251378,ATM Transfer,2200
PLN107999,Rudi Ramadhan,Jl. Raya Pekanbaru No.800,Pekanbaru,Riau,1300 VA,411192,411739,547,1444.7,790251,September,2025,Lunas,2025-09-03,2025-12-03 00:00:00,2025-09-23,31610,821861,Kartu Kredit,1300
PLN108000,Fitri Pratama,Jl. Raya Makassar No.556,Makassar,Sulawesi Selatan,2200 VA,369176,369787,611,1444.7,882712,September,2024,Lunas,2024-09-22,2024-10-07 00:00:00,2024-10-12,0,882712,Alfamart,2200
PLN108001,Dian Agustina,Jl. Raya Mataram No.747,Mataram,NTB,900 VA (subsidi),421993,422111,118,605.0,71390,March,2024,Lunas,2024-03-27,2024-04-12 00:00:00,2024-04-16,0,71390,Kartu Kredit,900_subsidi
PLN108002,Hendra Santoso,Jl. Raya Surabaya No.20,Surabaya,Jawa Timur,900 VA (subsidi),107042,107131,89,605.0,53845,February,2025,Lunas,2025-02-17,2025-02-26 00:00:00,2025-03-09,0,53845,E-Wallet,900_subsidi
PLN108003,Sari Kusuma,Jl. Raya Badung No.430,Badung,Bali,900 VA (non-subsidi),106512,106621,109,1352.0,147368,February,2024,Lunas,2024-02-24,2024-02-27 00:00:00,2024-03-15,0,147368,Alfamart,900_nonsubsidi
PLN108004,Sari Setiawan,Jl. Raya Gianyar No.141,Gianyar,Bali,1300 VA,437777,438184,407,1444.7,587993,April,2023,Lunas,2023-04-13,2023-05-16 00:00:00,2023-05-03,11759,599752,ATM Transfer,1300
PLN108005,Dewi Agustina,Jl. Raya Banda Aceh No.97,Banda Aceh,Aceh,1300 VA,1148,1639,491,1444.7,709348,July,2025,Lunas,2025-07-09,2025-07-22 00:00:00,2025-07-29,0,709348,Kartu Kredit,1300
PLN108006,Tono Gunawan,Jl. Raya Medan No.273,Medan,Sumatera Utara,1300 VA,474294,474679,385,1444.7,556210,September,2024,Lunas,2024-09-10,2024-09-28 00:00:00,2024-09-30,0,556210,Mobile Banking,1300
PLN108007,Dewi Lestari,Jl. Raya Gianyar No.788,Gianyar,Bali,3500 VA,383732,384462,730,1699.53,1240657,November,2023,Lunas,2023-11-04,2023-11-15 00:00:00,2023-11-24,0,1240657,Alfamart,3500_5500
PLN108008,Rizky Kurniawan,Jl. Raya Kediri No.415,Kediri,Jawa Timur,900 VA (subsidi),386609,386818,209,605.0,126445,September,2023,Lunas,2023-09-19,2023-10-02 00:00:00,2023-10-09,0,126445,Kartu Kredit,900_subsidi
PLN108009,Eka Kurniawan,Jl. Raya Banda Aceh No.662,Banda Aceh,Aceh,900 VA (non-subsidi),77837,77938,101,1352.0,136552,February,2025,Lunas,2025-02-04,2025-02-08 00:00:00,2025-02-24,0,136552,Mobile Banking,900_nonsubsidi
PLN108010,Tono Gunawan,Jl. Raya Banda Aceh No.515,Banda Aceh,Aceh,2200 VA,361683,362137,454,1444.7,655894,June,2023,Belum Bayar,2023-06-09,BELUM BAYAR,2023-06-29,0,655894,BELUM BAYAR,2200
PLN108011,Dewi Wijaya,Jl. Raya Tangerang No.739,Tangerang,Banten,2200 VA,138990,139246,256,1444.7,369843,September,2025,Lunas,2025-09-15,2025-10-21 00:00:00,2025-10-05,7396,377239,Kartu Kredit,2200
PLN108012,Dewi Lestari,Jl. Raya Badung No.253,Badung,Bali,1300 VA,495913,496277,364,1444.7,525871,December,2023,Lunas,2023-12-23,2024-03-18 00:00:00,2024-01-12,21034,546905,Mobile Banking,1300
PLN108013,Fitri Lestari,Jl. Raya Gianyar No.682,Gianyar,Bali,2200 VA,285216,285498,282,1444.7,407405,June,2023,Lunas,2023-06-12,2023-06-12 00:00:00,2023-07-02,0,407405,Mobile Banking,2200
PLN108014,Wahyu Kusuma,Jl. Raya Pekanbaru No.170,Pekanbaru,Riau,1300 VA,152349,152640,291,1444.7,420408,December,2023,Lunas,2023-12-08,2024-01-25 00:00:00,2023-12-28,8408,428816,Mobile Banking,1300
PLN108015,Andi Aminah,Jl. Raya Bogor No.493,Bogor,Jawa Barat,450 VA,456653,456701,48,415.0,19920,May,2023,Lunas,2023-05-16,2023-08-17 00:00:00,2023-06-05,5000,24920,Indomaret,450_subsidi
PLN108016,Fitri Lestari,Jl. Raya Mataram No.731,Mataram,NTB,3500 VA,350107,351210,1103,1699.53,1874582,February,2023,Lunas,2023-02-22,2023-06-04 00:00:00,2023-03-14,74983,1949565,Transfer Bank,3500_5500
PLN108017,Tono Kusuma,Jl. Raya Balikpapan No.504,Balikpapan,Kalimantan Timur,3500 VA,223976,224456,480,1699.53,815774,December,2024,Lunas,2024-12-12,2024-12-13 00:00:00,2025-01-01,0,815774,Transfer Bank,3500_5500
PLN108018,Dian Agustina,Jl. Raya Banda Aceh No.35,Banda Aceh,Aceh,900 VA (subsidi),67885,67960,75,605.0,45375,July,2023,Belum Bayar,2023-07-25,BELUM BAYAR,2023-08-14,6352,51727,BELUM BAYAR,900_subsidi
PLN108019,Hendra Pratama,Jl. Raya Jakarta Pusat No.463,Jakarta Pusat,DKI Jakarta,3500 VA,326150,327486,1336,1699.53,2270572,December,2024,Lunas,2024-12-17,2024-12-21 00:00:00,2025-01-06,0,2270572,Alfamart,3500_5500
PLN108020,Hendra Putri,Jl. Raya Yogyakarta No.278,Yogyakarta,Yogyakarta,900 VA (subsidi),130952,131130,178,605.0,107690,January,2025,Lunas,2025-01-14,2025-01-30 00:00:00,2025-02-03,0,107690,Kartu Kredit,900_subsidi
PLN108021,Fitri Kurniawan,Jl. Raya Bandar Lampung No.538,Bandar Lampung,Lampung,900 VA (subsidi),252685,252695,10,605.0,6050,March,2024,Lunas,2024-03-03,2024-05-18 00:00:00,2024-03-23,5000,11050,Kartu Kredit,900_subsidi
PLN108022,Rina Kurniawan,Jl. Raya Mataram No.216,Mataram,NTB,900 VA (non-subsidi),289573,289659,86,1352.0,116272,May,2024,Lunas,2024-05-13,2024-05-23 00:00:00,2024-06-02,0,116272,E-Wallet,900_nonsubsidi
PLN108023,Ayu Agustina,Jl. Raya Banda Aceh No.569,Banda Aceh,Aceh,1300 VA,200962,201012,50,1444.7,72235,December,2025,Lunas,2025-12-02,2025-12-14 00:00:00,2025-12-22,0,72235,E-Wallet,1300
PLN108024,Siti Wahyuni,Jl. Raya Bandar Lampung No.907,Bandar Lampung,Lampung,2200 VA,204705,204862,157,1444.7,226818,July,2025,Belum Bayar,2025-07-12,BELUM BAYAR,2025-08-01,31754,258572,BELUM BAYAR,2200
PLN108025,Agus Saputra,Jl. Raya Medan No.232,Medan,Sumatera Utara,900 VA (subsidi),40882,40892,10,605.0,6050,December,2025,Lunas,2025-12-09,2026-03-24 00:00:00,2025-12-29,5000,11050,Transfer Bank,900_subsidi
PLN108026,Tono Wahyuni,Jl. Raya Banda Aceh No.961,Banda Aceh,Aceh,1300 VA,350158,350437,279,1444.7,403071,December,2024,Lunas,2024-12-14,2024-12-27 00:00:00,2025-01-03,0,403071,Kartu Kredit,1300
PLN108027,Rudi Gunawan,Jl. Raya Jakarta Selatan No.158,Jakarta Selatan,DKI Jakarta,900 VA (non-subsidi),253028,253079,51,1352.0,68952,September,2024,Belum Bayar,2024-09-12,BELUM BAYAR,2024-10-02,1379,70331,BELUM BAYAR,900_nonsubsidi
PLN108028,Rina Wahyuni,Jl. Raya Badung No.198,Badung,Bali,900 VA (subsidi),486459,486582,123,605.0,74415,November,2024,Lunas,2024-11-04,2024-11-13 00:00:00,2024-11-24,0,74415,Indomaret,900_subsidi
PLN108029,Siti Kusuma,Jl. Raya Jakarta Timur No.478,Jakarta Timur,DKI Jakarta,900 VA (non-subsidi),484542,484564,22,1352.0,29744,February,2025,Lunas,2025-02-22,2025-04-16 00:00:00,2025-03-14,5000,34744,Mobile Banking,900_nonsubsidi
PLN108030,Wahyu Putri,Jl. Raya Lombok Timur No.130,Lombok Timur,NTB,2200 VA,455818,456130,312,1444.7,450746,August,2024,Lunas,2024-08-24,2024-12-06 00:00:00,2024-09-13,18029,468775,Indomaret,2200
PLN108031,Wahyu Wahyuni,Jl. Raya Samarinda No.801,Samarinda,Kalimantan Timur,2200 VA,202625,202862,237,1444.7,342394,March,2024,Lunas,2024-03-19,2024-04-04 00:00:00,2024-04-08,0,342394,Mobile Banking,2200
PLN108032,Sari Saputra,Jl. Raya Bandung No.861,Bandung,Jawa Barat,900 VA (subsidi),272613,272823,210,605.0,127050,August,2023,Belum Bayar,2023-08-10,BELUM BAYAR,2023-08-30,0,127050,BELUM BAYAR,900_subsidi
PLN108033,Dian Aminah,Jl. Raya Bandar Lampung No.593,Bandar Lampung,Lampung,1300 VA,345990,346501,511,1444.7,738242,April,2024,Belum Bayar,2024-04-09,BELUM BAYAR,2024-04-29,59059,797301,BELUM BAYAR,1300
PLN108034,Budi Setiawan,Jl. Raya Yogyakarta No.318,Yogyakarta,Yogyakarta,1300 VA,74583,75000,417,1444.7,602440,September,2023,Lunas,2023-09-21,2023-12-19 00:00:00,2023-10-11,24097,626537,E-Wallet,1300
PLN108035,Agus Kurniawan,Jl. Raya Madiun No.990,Madiun,Jawa Timur,1300 VA,92569,92820,251,1444.7,362620,May,2025,Lunas,2025-05-19,2025-07-04 00:00:00,2025-06-08,7252,369872,Kartu Kredit,1300
PLN108036,Ika Saputra,Jl. Raya Mataram No.764,Mataram,NTB,3500 VA,393605,394900,1295,1699.53,2200891,November,2024,Lunas,2024-11-26,2024-12-11 00:00:00,2024-12-16,0,2200891,Indomaret,3500_5500
PLN108037,Tono Agustina,Jl. Raya Malang No.678,Malang,Jawa Timur,2200 VA,48724,48791,67,1444.7,96795,February,2024,Belum Bayar,2024-02-15,BELUM BAYAR,2024-03-06,1935,98730,BELUM BAYAR,2200
PLN108038,Yuli Setiawan,Jl. Raya Tasikmalaya No.438,Tasikmalaya,Jawa Barat,900 VA (non-subsidi),310218,310253,35,1352.0,47320,September,2024,Lunas,2024-09-23,2024-11-08 00:00:00,2024-10-13,5000,52320,ATM Transfer,900_nonsubsidi
PLN108039,Yuli Kusuma,Jl. Raya Samarinda No.258,Samarinda,Kalimantan Timur,900 VA (subsidi),57343,57457,114,605.0,68970,May,2023,Lunas,2023-05-02,2023-05-19 00:00:00,2023-05-22,0,68970,ATM Transfer,900_subsidi
PLN108040,Ayu Hidayat,Jl. Raya Badung No.954,Badung,Bali,2200 VA,92160,92798,638,1444.7,921719,September,2023,Belum Bayar,2023-09-07,BELUM BAYAR,2023-09-27,129040,1050759,BELUM BAYAR,2200
PLN108041,Ika Aminah,Jl. Raya Semarang No.107,Semarang,Jawa Tengah,2200 VA,100267,100536,269,1444.7,388624,January,2025,Lunas,2025-01-09,2025-02-08 00:00:00,2025-01-29,7772,396396,Indomaret,2200
PLN108042,Andi Agustina,Jl. Raya Sidoarjo No.615,Sidoarjo,Jawa Timur,6600 VA+,484182,485572,1390,1699.53,2362347,December,2023,Lunas,2023-12-16,2024-01-23 00:00:00,2024-01-05,47246,2409593,Alfamart,6600_plus
PLN108043,Wahyu Hidayat,Jl. Raya Pekanbaru No.445,Pekanbaru,Riau,1300 VA,226834,226917,83,1444.7,119910,July,2025,Lunas,2025-07-06,2025-07-15 00:00:00,2025-07-26,0,119910,Alfamart,1300
PLN108044,Agus Gunawan,Jl. Raya Mataram No.755,Mataram,NTB,1300 VA,113776,114217,441,1444.7,637113,August,2025,Lunas,2025-08-06,2025-08-08 00:00:00,2025-08-26,0,637113,Kartu Kredit,1300
PLN108045,Dewi Kusuma,Jl. Raya Sibolga No.290,Sibolga,Sumatera Utara,900 VA (subsidi),485973,486150,177,605.0,107085,January,2025,Lunas,2025-01-12,2025-01-18 00:00:00,2025-02-01,0,107085,Indomaret,900_subsidi
PLN108046,Dewi Pratama,Jl. Raya Solo No.520,Solo,Jawa Tengah,900 VA (subsidi),81866,82033,167,605.0,101035,November,2025,Lunas,2025-11-20,2025-11-28 00:00:00,2025-12-10,0,101035,Indomaret,900_subsidi
PLN108047,Hendra Lestari,Jl. Raya Pekanbaru No.494,Pekanbaru,Riau,2200 VA,81542,81747,205,1444.7,296164,September,2025,Lunas,2025-09-26,2025-09-30 00:00:00,2025-10-16,0,296164,Kartu Kredit,2200
PLN108048,Ayu Gunawan,Jl. Raya Mataram No.492,Mataram,NTB,3500 VA,334525,335012,487,1699.53,827671,December,2024,Lunas,2024-12-19,2025-01-17 00:00:00,2025-01-08,16553,844224,ATM Transfer,3500_5500
PLN108049,Rizky Santoso,Jl. Raya Pekanbaru No.604,Pekanbaru,Riau,1300 VA,224240,224346,106,1444.7,153138,June,2024,Lunas,2024-06-16,2024-07-01 00:00:00,2024-07-06,0,153138,Mobile Banking,1300
PLN108050,Fajar Agustina,Jl. Raya Tasikmalaya No.196,Tasikmalaya,Jawa Barat,900 VA (non-subsidi),59613,59738,125,1352.0,169000,October,2023,Belum Bayar,2023-10-06,BELUM BAYAR,2023-10-26,23660,192660,BELUM BAYAR,900_nonsubsidi
PLN108051,Ika Gunawan,Jl. Raya Tegal No.369,Tegal,Jawa Tengah,1300 VA,477302,477439,137,1444.7,197924,January,2024,Lunas,2024-01-13,2024-01-25 00:00:00,2024-02-02,0,197924,Alfamart,1300
PLN108052,Yuli Hidayat,Jl. Raya Tegal No.525,Tegal,Jawa Tengah,1300 VA,29376,29499,123,1444.7,177698,October,2023,Lunas,2023-10-10,2023-10-18 00:00:00,2023-10-30,0,177698,Kartu Kredit,1300
PLN108053,Sari Wijaya,Jl. Raya Pekanbaru No.761,Pekanbaru,Riau,900 VA (subsidi),128255,128349,94,605.0,56870,June,2025,Lunas,2025-06-01,2025-06-07 00:00:00,2025-06-21,0,56870,E-Wallet,900_subsidi
PLN108054,Andi Wahyuni,Jl. Raya Bandar Lampung No.711,Bandar Lampung,Lampung,900 VA (non-subsidi),396738,396828,90,1352.0,121680,November,2023,Lunas,2023-11-18,2024-02-11 00:00:00,2023-12-08,5000,126680,Mobile Banking,900_nonsubsidi
PLN108055,Andi Agustina,Jl. Raya Magelang No.635,Magelang,Jawa Tengah,900 VA (subsidi),208582,208669,87,605.0,52635,September,2025,Lunas,2025-09-27,2025-11-03 00:00:00,2025-10-17,5000,57635,Kartu Kredit,900_subsidi
PLN108056,Sari Aminah,Jl. Raya Tasikmalaya No.69,Tasikmalaya,Jawa Barat,1300 VA,459615,459984,369,1444.7,533094,December,2023,Belum Bayar,2023-12-24,BELUM BAYAR,2024-01-13,0,533094,BELUM BAYAR,1300
PLN108057,Siti Aminah,Jl. Raya Madiun No.190,Madiun,Jawa Timur,1300 VA,70572,70883,311,1444.7,449302,November,2025,Belum Bayar,2025-11-05,BELUM BAYAR,2025-11-25,89860,539162,BELUM BAYAR,1300
PLN108058,Budi Wahyuni,Jl. Raya Serang No.391,Serang,Banten,2200 VA,256216,256472,256,1444.7,369843,November,2024,Lunas,2024-11-01,2024-12-26 00:00:00,2024-11-21,7396,377239,Indomaret,2200
PLN108059,Andi Ramadhan,Jl. Raya Bekasi No.259,Bekasi,Jawa Barat,1300 VA,41589,41916,327,1444.7,472417,June,2024,Lunas,2024-06-03,2024-06-16 00:00:00,2024-06-23,0,472417,Kartu Kredit,1300
PLN108060,Rina Hidayat,Jl. Raya Kediri No.857,Kediri,Jawa Timur,900 VA (non-subsidi),401919,401979,60,1352.0,81120,August,2024,Lunas,2024-08-13,2024-10-31 00:00:00,2024-09-02,5000,86120,E-Wallet,900_nonsubsidi
PLN108061,Tono Setiawan,Jl. Raya Pekanbaru No.598,Pekanbaru,Riau,900 VA (subsidi),16375,16501,126,605.0,76230,June,2023,Lunas,2023-06-04,2023-09-22 00:00:00,2023-06-24,5000,81230,Alfamart,900_subsidi
PLN108062,Fajar Pratama,Jl. Raya Yogyakarta No.891,Yogyakarta,Yogyakarta,2200 VA,240686,241008,322,1444.7,465193,October,2024,Lunas,2024-10-05,2024-10-14 00:00:00,2024-10-25,0,465193,Transfer Bank,2200
PLN108063,Agus Santoso,Jl. Raya Yogyakarta No.1,Yogyakarta,Yogyakarta,6600 VA+,388990,389588,598,1699.53,1016319,June,2025,Lunas,2025-06-09,2025-08-02 00:00:00,2025-06-29,20326,1036645,Mobile Banking,6600_plus
PLN108064,Rizky Pratama,Jl. Raya Pekanbaru No.599,Pekanbaru,Riau,450 VA,65215,65304,89,415.0,36935,January,2023,Belum Bayar,2023-01-16,BELUM BAYAR,2023-02-05,2216,39151,BELUM BAYAR,450_subsidi
PLN108065,Dian Ramadhan,Jl. Raya Gianyar No.595,Gianyar,Bali,900 VA (subsidi),55904,55971,67,605.0,40535,April,2023,Lunas,2023-04-14,2023-04-25 00:00:00,2023-05-04,0,40535,ATM Transfer,900_subsidi
